Node,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Genres_cond
"('Mutual Core', 'Björk')",0.373,0.366,8,-9.687,0,0.056,0.468,3.9e-06,0.463,0.131,95.407,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",pop
"('Slow Life', 'Super Furry Animals')",0.646,0.718,0,-6.279,1,0.0422,0.0783,0.803,0.0847,0.524,116.982,"britpop, welsh indie, welsh rock",pop
"('The Jam Was Moving', 'Debbie Harry')",0.814,0.546,9,-10.0,1,0.0534,0.386,2.24e-05,0.085,0.963,124.315,new wave pop,pop
"('Galau', 'Siti Nurhaliza')",0.432,0.716,5,-4.761,1,0.035,0.165,0.0,0.105,0.228,89.916,"classic malaysian pop, malaysian pop",pop
"('Soul Singing', 'The Black Crowes')",0.382,0.615,5,-11.285,1,0.037,0.0298,9.8e-05,0.228,0.578,168.614,"album rock, blues rock, classic rock, electric blues, hard rock, jam band, rock, southern rock",rock
"('Oh Santa!', 'Mariah Carey')",0.648,0.938,1,-3.298,1,0.115,0.0339,1.28e-06,0.0564,0.849,78.496,"dance pop, pop, urban contemporary",pop
"('Booty', 'Jennifer Lopez')",0.709,0.949,0,-4.155,1,0.0509,0.00296,0.00022,0.26,0.398,128.966,"dance pop, pop, urban contemporary",pop
"('If I Could', 'Mineral')",0.391,0.936,2,-4.061,1,0.0326,4.23e-05,0.15,0.215,0.384,143.657,"emo, emo punk, midwest emo",other
"('Optimo', 'Liquid Liquid')",0.702,0.949,7,-6.946,1,0.0486,0.00342,0.725,0.0573,0.787,123.383,"dance rock, dance-punk, no wave, post-punk",rock
"('Milk It', 'Nirvana')",0.468,0.524,1,-12.38,0,0.0474,0.00064,0.0221,0.131,0.537,136.293,"grunge, permanent wave, rock",rock
"('Ave Maria', 'Beyonce')",0.35,0.403,0,-9.57,1,0.0279,0.786,0.0,0.12,0.201,104.957,"pop, r&b",pop
"('Indiana', 'Meg & Dia')",0.432,0.908,7,-4.029,1,0.094,0.0113,0.0,0.321,0.383,159.962,"candy pop, pixie",pop
"('Black Magic', 'Little Mix')",0.776,0.875,4,-5.535,1,0.0575,0.0343,0.0,0.314,0.849,111.988,"girl group, pop, talent show, uk pop",pop
"('A Little Bit Longer', 'Jonas Brothers')",0.306,0.617,0,-4.812,1,0.033,0.0228,0.0,0.231,0.291,156.362,"boy band, pop",pop
"('Mirror', 'Lil Wayne')",0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267,"hip hop, new orleans rap, pop rap, rap, trap",rap
"('Misunderstanding', 'Genesis')",0.645,0.828,0,-8.493,1,0.0373,0.234,0.0,0.2,0.774,121.217,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",rock
"('Linger', 'The Cranberries')",0.439,0.434,7,-14.918,1,0.0265,0.0783,5.18e-05,0.14,0.204,94.843,"irish rock, pop rock, rock",rock
"('Show Your Hand', 'Super Furry Animals')",0.535,0.658,7,-5.201,1,0.032,0.0303,0.000113,0.0618,0.293,126.053,"britpop, welsh indie, welsh rock",pop
"('Liquorice', 'Azealia Banks')",0.679,0.788,5,-9.361,0,0.0509,6.07e-05,2.1e-06,0.0783,0.319,126.998,"escape room, hip house, lgbtq+ hip hop, trap queen",rap
"('Stormy Monday', 'Eva Cassidy')",0.412,0.42,10,-10.907,1,0.0666,0.148,0.0125,0.711,0.325,50.783,ectofolk,other
"('God Is A DJ', 'Faithless')",0.606,0.897,10,-7.469,0,0.0448,0.176,0.882,0.17,0.393,130.55,"big beat, downtempo, electronica, trip hop",edm
"('Dame', 'Luis Miguel')",0.73,0.654,11,-8.334,0,0.0439,0.178,0.0,0.0796,0.693,97.975,"bolero, latin pop",latin
"('Tabloid Junkie', 'Michael Jackson')",0.814,0.877,1,-7.134,0,0.153,0.0866,7.62e-05,0.277,0.579,111.179,"r&b, soul",r&b
"('Get Your Gunn', 'Marilyn Manson')",0.418,0.753,8,-6.749,0,0.0352,0.000167,0.0525,0.595,0.621,137.134,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",rock
"('Por Debajo De La Mesa', 'Luis Miguel')",0.401,0.499,0,-7.643,1,0.0272,0.217,0.0,0.149,0.262,144.276,"bolero, latin pop",latin
"('Windy', 'The Association')",0.676,0.681,5,-9.223,1,0.0292,0.363,0.191,0.0967,0.901,132.953,"bubblegum pop, classic garage rock, country rock, folk rock, mellow gold, singer-songwriter, soft rock, sunshine pop",rock
"('Ride My See-Saw', 'The Moody Blues')",0.334,0.872,5,-10.4,1,0.0371,0.0805,0.301,0.847,0.788,154.816,"album rock, art rock, british invasion, classic rock, country rock, flute rock, folk rock, mellow gold, progressive rock, rock, singer-songwriter, soft rock, symphonic rock",rock
"('Monster Mash', 'Misfits')",0.496,0.975,8,-7.777,1,0.0676,0.0034,0.0264,0.415,0.359,100.801,"horror punk, new jersey hardcore, new jersey punk, punk",other
"('Immigrant Song', 'Led Zeppelin')",0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,"album rock, classic rock, hard rock, rock",rock
"('Illuminare', 'Rolo Tomassi')",0.315,0.634,2,-8.174,1,0.0414,0.0018,0.425,0.243,0.0951,109.975,"chaotic hardcore, cybergrind, mathcore, nintendocore, uk metalcore, uk post-hardcore",rock
"('Was Dog A Doughnut', 'Cat Stevens')",0.823,0.793,1,-11.299,0,0.045,0.0066,0.855,0.108,0.96,98.94,"british folk, classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",rock
"('Eyes of a Stranger', 'Queensryche')",0.478,0.972,9,-2.965,1,0.0933,0.034,4.42e-05,0.349,0.0974,105.033,"album rock, glam metal, hard rock, metal, progressive metal, us power metal",rock
"('Not Like the Movies', 'Katy Perry')",0.401,0.478,8,-7.751,1,0.0933,0.882,2.47e-06,0.111,0.257,182.996,pop,pop
"('Jealous', 'Nina')",0.711,0.36,11,-11.237,0,0.0331,0.385,9.82e-06,0.111,0.381,127.928,opm,other
"('Hurt', 'Leona Lewis')",0.453,0.306,2,-7.611,0,0.0281,0.31,0.00646,0.136,0.132,82.069,"british soul, dance pop, pop, talent show",pop
"('Just Perfect', 'All')",0.365,0.916,4,-7.287,0,0.0667,0.0168,0.0,0.375,0.646,88.912,"hardcore punk, melodic hardcore, power-pop punk, punk, ska punk, skate punk",pop
"('Chika Ideal', 'Ivy Queen')",0.663,0.98,1,-4.713,0,0.0566,0.29,0.00494,0.826,0.753,95.978,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",latin
"('All Hands On Deck', 'Tinashe')",0.798,0.532,7,-4.329,0,0.0489,0.386,4.31e-05,0.196,0.372,96.992,"alternative r&b, dance pop, metropopolis, pop, r&b",pop
"('Just the Way You Are', 'Bruno Mars')",0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,"dance pop, pop",pop
"('Loverboy', 'Mariah Carey')",0.731,0.897,1,-2.845,1,0.113,0.195,0.0,0.391,0.832,103.001,"dance pop, pop, urban contemporary",pop
"('Simmer Down', 'Bob Marley & The Wailers')",0.766,0.492,10,-12.765,1,0.0878,0.203,0.00619,0.227,0.978,123.894,"reggae, roots reggae",other
"('Erotica', 'Madonna')",0.639,0.676,11,-11.168,0,0.061,0.000576,0.434,0.26,0.231,101.957,"dance pop, pop",pop
"(""Pimpin'"", 'Tony Yayo')",0.823,0.725,10,-3.426,0,0.22,0.0506,0.0,0.19,0.808,95.047,"dirty south rap, hip hop, queens hip hop",rap
"('Like a Virgin', 'Madonna')",0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,"dance pop, pop",pop
"('Get Fresh', 'Kid Sister')",0.823,0.886,4,-4.485,0,0.0821,0.0137,0.000147,0.064,0.534,107.748,"bmore, chicago rap",rap
"('The World Is Not Enough', 'Garbage')",0.477,0.855,10,-4.612,0,0.03,0.0421,0.0843,0.126,0.462,85.806,"alternative rock, dance rock, electronic rock, permanent wave",rock
"('Into the Nothing', 'Breaking Benjamin')",0.461,0.921,6,-3.57,1,0.0461,6.68e-05,1.24e-06,0.133,0.481,94.992,"alternative metal, nu metal, post-grunge",rock
"('Quicksand', 'David Bowie')",0.422,0.245,2,-17.091,1,0.0344,0.344,0.0,0.0737,0.329,117.347,"art rock, classic rock, glam rock, permanent wave, rock",rock
"('Te Amo', 'Rihanna')",0.567,0.707,8,-5.455,0,0.0819,0.542,0.000177,0.1,0.751,171.918,"barbadian pop, pop, urban contemporary",pop
"('Angel Caido', 'Ivy Queen')",0.683,0.542,9,-7.294,0,0.037,0.715,0.0,0.104,0.401,152.071,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",latin
"('Get Right', 'Jennifer Lopez')",0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,"dance pop, pop, urban contemporary",pop
"('Liquor Store Blues', 'Bruno Mars')",0.691,0.828,1,-3.909,0,0.0749,0.113,0.0,0.358,0.678,75.519,"dance pop, pop",pop
"('Guilty', 'All')",0.372,0.309,3,-10.339,0,0.037,0.981,0.154,0.0686,0.444,100.856,british dance band,other
"('Giving You Back', 'Robyn')",0.328,0.571,8,-8.133,1,0.0543,0.0382,0.0,0.33,0.215,83.276,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop",pop
"('Rebel Yell', 'Billy Idol')",0.531,0.864,4,-4.948,0,0.0611,0.000753,0.00046,0.354,0.485,166.312,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",rock
"('4 In The Morning', 'Gwen Stefani')",0.698,0.826,10,-6.263,1,0.031,0.201,0.000125,0.114,0.502,92.41,"dance pop, pop",pop
"('Baggy Trousers', 'Madness')",0.64,0.887,0,-5.204,0,0.0368,0.143,0.0,0.336,0.94,144.546,"britpop, new romantic, new wave, ska, ska revival",pop
"(""It's Like That"", 'Mariah Carey')",0.8,0.632,8,-4.875,0,0.051,0.0901,0.0,0.0315,0.845,95.954,"dance pop, pop, urban contemporary",pop
"(""It's Only Make Believe"", 'Conway Twitty')",0.461,0.466,11,-9.627,1,0.0598,0.86,2.76e-05,0.135,0.251,128.537,"arkansas country, classic country pop, country, country rock",country
"('O Tu O Ninguna', 'Luis Miguel')",0.302,0.428,5,-8.814,1,0.0338,0.479,0.0,0.105,0.119,144.075,"bolero, latin pop",latin
"('Volare', 'Domenico Modugno')",0.664,0.819,4,-9.698,1,0.0487,0.671,3.83e-06,0.0985,0.931,116.082,"classic italian pop, italian adult pop",pop
"('Garageland', 'The Clash')",0.403,0.674,9,-8.208,1,0.0352,0.00158,1.38e-06,0.308,0.877,161.424,"alternative rock, permanent wave, punk, rock",rock
"('Wonderman', 'Tinie Tempah')",0.619,0.745,11,-4.801,0,0.13,0.178,0.0,0.202,0.532,91.969,"dance pop, grime, pop rap",pop
"('Disco Clone', 'Cristina')",0.503,0.928,7,-5.927,1,0.144,0.0096,0.000163,0.33,0.765,125.645,,other
"('Now', 'Paramore')",0.419,0.951,0,-3.201,1,0.0897,0.000569,0.000342,0.196,0.326,161.922,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",pop
"('National Anthem', 'Lana Del Rey')",0.533,0.901,0,-6.008,0,0.24,0.566,0.000147,0.102,0.432,84.959,"art pop, pop",pop
"('What About Us', 'The Saturdays')",0.704,0.68,7,-4.751,1,0.0581,0.0059,0.0,0.213,0.689,123.973,"dance pop, girl group, post-teen pop, talent show",pop
"('Closer', 'Tegan and Sara')",0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,"canadian indie, lilith, metropopolis, permanent wave",pop
"('Blue Monday', 'New Order')",0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,"alternative rock, dance rock, madchester, new romantic, new wave, permanent wave, post-punk, synthpop, uk post-punk",rock
"('Azul', 'Cristian Castro')",0.653,0.858,10,-4.646,0,0.0307,0.0235,0.0,0.11,0.583,127.981,"latin arena pop, latin pop",latin
"('Dirty Laundry', 'Don Henley')",0.756,0.772,5,-6.65,0,0.0306,0.0848,0.0026,0.0792,0.954,98.382,"album rock, classic rock, mellow gold, singer-songwriter, soft rock, yacht rock",rock
"('I Will Be', 'Leona Lewis')",0.462,0.602,7,-4.167,1,0.0285,0.142,0.0,0.156,0.184,75.071,"british soul, dance pop, pop, talent show",pop
"(""Wasn't Born To Follow"", 'The Byrds')",0.48,0.435,7,-8.851,1,0.0359,0.233,7.75e-05,0.204,0.538,93.352,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Different Colors', 'Walk the Moon')",0.48,0.826,0,-4.602,1,0.0397,0.000797,1.01e-06,0.125,0.687,96.0,"dance rock, modern alternative rock, modern rock, neo mellow, pop rock",rock
"('Paperthin Hymn', 'Anberlin')",0.298,0.597,5,-12.107,1,0.0343,0.00111,0.0,0.0819,0.536,180.434,pop emo,pop
"(""Kathleen's Song"", 'The Byrds')",0.388,0.153,2,-16.444,1,0.0392,0.891,3.55e-05,0.11,0.449,113.151,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Rehab', 'Rihanna')",0.6,0.792,1,-5.894,1,0.0516,0.00321,4.84e-05,0.315,0.399,80.059,"barbadian pop, pop, urban contemporary",pop
"('Part of Me', 'Katy Perry')",0.666,0.922,5,-4.645,1,0.0352,0.000348,0.0,0.0867,0.758,130.007,pop,pop
"(""I Still Haven't Found What I'm Looking For"", 'U2')",0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,"irish rock, permanent wave, rock",rock
"('Two Black Cadillacs', 'Carrie Underwood')",0.555,0.854,5,-4.468,0,0.0609,0.0223,3.95e-06,0.0672,0.448,119.991,"classic oklahoma country, contemporary country, country, country dawn, dance pop, pop",country
"('Amiga Mia', 'Alejandro Sanz')",0.629,0.703,2,-4.875,1,0.0504,0.519,0.0,0.11,0.402,144.016,"cantautor, latin arena pop, latin pop, mexican pop",latin
"('I Wanna Go', 'Britney Spears')",0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,"dance pop, pop",pop
"('One', nan)",0.528,0.468,5,-5.306,1,0.0287,0.295,0.0,0.165,0.185,154.974,"british soul, pop, pop soul, uk pop",pop
"('Lazer Beam', 'Super Furry Animals')",0.531,0.901,2,-6.846,1,0.0873,0.0129,0.00492,0.0753,0.662,89.021,"britpop, welsh indie, welsh rock",pop
"('WOW', 'Marilyn Manson')",0.588,0.705,0,-8.657,1,0.0337,0.0101,0.000284,0.0939,0.507,89.984,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",rock
"('Everything to Me', 'Monica')",0.308,0.529,7,-5.319,0,0.0874,0.479,0.0,0.441,0.485,80.794,"contemporary r&b, hip pop, r&b, urban contemporary",r&b
"('Die In Your Arms', 'Justin Bieber')",0.568,0.878,7,-5.094,1,0.0933,0.0309,4.26e-06,0.213,0.725,171.723,"canadian pop, pop",pop
"('Eye Of The Tiger', 'Survivor')",0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,"album rock, glam metal, hard rock, soft rock",rock
"('In the Shadows', 'The Rasmus')",0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,"finnish alternative rock, funk metal",rock
"(""She's My Ex"", 'All')",0.382,0.617,9,-12.358,1,0.0491,1.52e-05,6e-06,0.384,0.616,164.963,"hardcore punk, melodic hardcore, power-pop punk, punk, ska punk, skate punk",pop
"('Do What U Want', 'Lady Gaga')",0.778,0.801,9,-4.65,1,0.086,0.345,1.18e-06,0.0881,0.534,97.47,"art pop, dance pop, pop",pop
"(""Don't Stop Me Now"", 'Queen')",0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,"classic rock, glam rock, rock",rock
"('Colony Collapse', 'Architects')",0.445,0.891,1,-4.856,0,0.0528,0.000452,4.48e-06,0.1,0.0923,95.034,"mathcore, melodic metalcore, metalcore, progressive metalcore, uk metalcore",rock
"('Entre el Mar y una Estrella', 'Thalia')",0.575,0.685,2,-8.146,1,0.0452,0.0148,0.0,0.15,0.588,88.001,"latin pop, mexican pop",latin
"('The Distance', 'Cake')",0.457,0.752,11,-8.121,0,0.09,0.00959,0.00136,0.0573,0.897,183.578,"alternative rock, pop rock, post-grunge, sacramento indie",rock
"('Somebody That I Used to Know', 'Gotye')",0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,australian pop,pop
"('Daughters', nan)",0.674,0.413,2,-7.816,1,0.0274,0.836,1.95e-05,0.098,0.503,124.893,"neo mellow, singer-songwriter",other
"('Blinded', 'Third Eye Blind')",0.525,0.944,5,-3.327,1,0.0403,0.00247,0.0001,0.248,0.593,108.8,"alternative metal, alternative rock, pop rock, post-grunge",rock
"('Smile', 'Avril Lavigne')",0.634,0.848,1,-3.843,0,0.047,0.00237,0.0,0.0681,0.647,105.055,"canadian pop, candy pop, dance pop, pop",pop
"('Song 2', 'Blur')",0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,"alternative rock, britpop, madchester, permanent wave, rock",rock
"('Waterfalls', 'TLC')",0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",pop
"('Baby Love', 'Nicole Scherzinger')",0.62,0.429,8,-9.47,1,0.051,0.0236,0.0,0.291,0.495,90.031,"dance pop, pop, post-teen pop",pop
"('X-Offender', 'Blondie')",0.368,0.802,4,-6.173,1,0.0518,0.0262,0.000653,0.242,0.797,153.113,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",pop
"('Scream', 'Timbaland')",0.705,0.783,7,-4.246,1,0.0849,0.0127,0.00642,0.146,0.25,97.328,"dance pop, pop, pop rap",pop
"('Clint Eastwood', 'Gorillaz')",0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,"alternative hip hop, modern rock, rock",rock
"('Fuck Her Gently', 'Tenacious D')",0.521,0.297,2,-7.022,1,0.0351,0.732,0.0,0.273,0.517,118.681,"alternative metal, comedy rock, comic, comic metal, parody",rock
"('A Sky Full of Stars', 'Coldplay')",0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,"permanent wave, pop",pop
"('The Way You Love Me', 'Keri Hilson')",0.663,0.942,2,-2.545,1,0.31,0.106,0.0006,0.338,0.675,180.038,"dance pop, hip pop, r&b, urban contemporary",pop
"('Denim and Leather', 'Saxon')",0.327,0.902,1,-2.734,1,0.0619,0.000419,0.000342,0.0728,0.546,86.067,"glam metal, hard rock, metal, nwobhm, power metal",rock
"('Bloody Mary', 'Lady Gaga')",0.591,0.634,9,-6.365,0,0.0291,0.0107,1.95e-06,0.113,0.44,99.998,"art pop, dance pop, pop",pop
"('Deeper and Deeper', 'Madonna')",0.658,0.818,7,-7.09,0,0.0266,0.00613,0.28,0.336,0.391,119.944,"dance pop, pop",pop
"('Nobody Wants to Be Lonely', 'Ricky Martin')",0.636,0.854,10,-5.02,0,0.0612,0.00579,0.00833,0.0623,0.59,100.849,"latin pop, mexican pop, puerto rican pop",latin
"('War', 'Edwin Starr')",0.59,0.671,1,-12.484,1,0.154,0.0939,0.0,0.248,0.736,109.333,"classic soul, motown, northern soul, soul, southern soul",r&b
"(""I Don't Care"", '2NE1')",0.813,0.785,1,-3.881,0,0.0921,0.065,0.0,0.0747,0.852,131.978,"dance pop, k-pop, k-pop girl group",k-pop
"('Since U Been Gone', 'Kelly Clarkson')",0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,"dance pop, pop, talent show",pop
"('Sukiyaki', 'Kyu Sakamoto')",0.415,0.359,7,-11.094,1,0.0334,0.707,6.53e-05,0.319,0.404,146.029,enka,other
"('Amame', 'Selena')",0.62,0.695,9,-5.874,1,0.0355,0.565,2e-06,0.263,0.578,104.533,tejano,other
"(""Kickin' My Heart Around"", 'The Black Crowes')",0.371,0.985,6,-2.644,1,0.128,0.00889,0.000663,0.56,0.427,144.986,"album rock, blues rock, classic rock, electric blues, hard rock, jam band, rock, southern rock",rock
"('Sanctuary', nan)",0.252,0.307,7,-9.268,0,0.0352,0.538,0.581,0.369,0.0796,135.95,"cool jazz, hard bop, jazz, jazz fusion, jazz trumpet, soul, vocal jazz",jazz
"('Just A Little While', 'Janet Jackson')",0.77,0.779,0,-3.571,1,0.0628,0.056,3.34e-05,0.0832,0.972,135.102,"dance pop, r&b, urban contemporary",pop
"('I Cry', 'Flo Rida')",0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,"dance pop, miami hip hop, pop, pop rap",pop
"('Like The Weather', '10,000 Maniacs')",0.77,0.459,1,-17.453,1,0.0416,0.112,0.00343,0.145,0.963,133.351,"ectofolk, lilith, new wave, new wave pop, pop rock, singer-songwriter",pop
"('Play Hard', 'David Guetta')",0.691,0.921,8,-1.702,0,0.0535,0.174,0.0,0.331,0.802,130.072,"big room, dance pop, edm, pop, pop dance",pop
"('Diamonds', 'Rihanna')",0.562,0.709,11,-4.92,0,0.0424,0.00124,0.0,0.109,0.401,91.958,"barbadian pop, pop, urban contemporary",pop
"('Chandelier', 'Sia')",0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,pop,pop
"('Moonshine', 'Bruno Mars')",0.705,0.784,2,-4.351,1,0.0279,0.211,4.3e-06,0.0813,0.418,104.98,"dance pop, pop",pop
"('Mr. Jones', 'Counting Crows')",0.578,0.817,0,-6.541,1,0.0363,0.183,2.85e-06,0.285,0.734,141.621,"neo mellow, pop rock, post-grunge, rock",rock
"('Hello Sunshine', 'Super Furry Animals')",0.299,0.634,2,-7.535,1,0.0374,0.162,0.000402,0.163,0.364,150.382,"britpop, welsh indie, welsh rock",pop
"('Tangerine', 'Big Boi')",0.722,0.794,1,-5.398,0,0.28,0.0338,0.0,0.102,0.5,94.257,"atl hip hop, dirty south rap, hip hop, southern hip hop",rap
"('Gotta Be You', 'Sugababes')",0.74,0.53,7,-7.576,1,0.0325,0.0368,0.0,0.156,0.504,83.991,"dance pop, europop, girl group, talent show",pop
"('Bad Boys', 'Inner Circle')",0.682,0.678,7,-9.626,1,0.11,0.2,0.000163,0.109,0.517,175.18,"reggae, reggae fusion",other
"('Storm', 'Luna Sea')",0.331,0.969,4,-6.054,1,0.0638,0.00734,0.00852,0.338,0.327,190.816,visual kei,other
"('Party Rock Anthem', 'LMFAO')",0.75,0.727,5,-4.21,0,0.142,0.0188,0.0,0.266,0.359,129.992,"dance pop, pop, pop rap",pop
"('Wish I Could Fly', 'Roxette')",0.517,0.861,0,-5.319,1,0.0341,0.00404,0.000362,0.126,0.49,79.978,"europop, swedish pop, synthpop",pop
"('Brand New Lover', 'Dead Or Alive')",0.561,0.922,6,-10.816,1,0.049,0.0102,0.000204,0.335,0.826,119.791,"hi-nrg, new romantic, new wave pop, synthpop",pop
"('The Loving Kind', 'Girls Aloud')",0.579,0.898,1,-4.473,1,0.034,0.00212,3.61e-05,0.0816,0.513,124.95,"europop, girl group, talent show",pop
"('Cloudberries', 'Super Furry Animals')",0.366,0.286,2,-10.862,1,0.0293,0.705,0.92,0.138,0.215,103.679,"britpop, welsh indie, welsh rock",pop
"('Glitter In The Air', 'Pink')",0.514,0.255,5,-12.037,1,0.0283,0.898,0.000235,0.0994,0.298,99.851,"dance pop, pop",pop
"('Make Me Wanna Die', 'The Pretty Reckless')",0.495,0.905,8,-3.768,1,0.0653,0.00227,3.29e-06,0.142,0.215,97.106,"alternative metal, candy pop",pop
"('Trampled Under Foot', 'Led Zeppelin')",0.561,0.842,2,-7.518,0,0.0566,0.239,0.412,0.0768,0.843,111.209,"album rock, classic rock, hard rock, rock",rock
"(""Lloyd, I'm Ready to Be Heartbroken"", 'Camera Obscura')",0.329,0.857,11,-3.681,1,0.0496,0.00878,0.0725,0.156,0.476,143.482,"chamber pop, indie pop, scottish indie, scottish rock",pop
